tweet_id retweet_count favorite_count
815966073409433600 9160 23635
815745968457060357 4465 0
815736392542261248 2454 10387
815639385530101762 1774 8666
815390420867969024 4111 10929
814986499976527872 1386 8074
814638523311648768 2928 11891
814578408554463233 6264 0
814530161257443328 2003 9131
814153002265309185 9377 30382
813944609378369540 3448 0
813910438903693312 2026 9819
813812741911748608 15132 38441
813800681631023104 1895 8810
813217897535406080 7901 19721
813202720496779264 1951 9713
813187593374461952 4714 20963
813172488309972993 2068 9847
813157409116065792 2401 8199
813142292504645637 2551 8913
813130366689148928 481 4722
813127251579564032 3382 12528
813112105746448384 2976 10920
813096984823349248 3885 11134
813081950185472002 2994 10440
813066809284972545 2100 8414
813051746834595840 7936 22148
812781120811126785 2069 8023
812709060537683968 1542 7002
812503143955202048 1323 6416
812466873996607488 2090 8445
812372279581671427 3970 14463
811985624773361665 1521 7677
811744202451197953 1731 7979
811647686436880384 804 5907
811627233043480576 3373 13520
811386762094317568 6905 22115
810984652412424192 1554 5642
810896069567610880 1934 9576
810657578271330305 2866 11610
810284430598270976 12335 37423
810254108431155201 3622 15539
809920764300447744 4232 16385
809808892968534016 5296 0
809448704142938112 1586 7340
809220051211603969 6076 21090
809084759137812480 3805 14012
808838249661788160 3294 10705
808733504066486276 2348 8372
808501579447930884 2808 11936
808344865868283904 22498 44978
808134635716833280 6434 0
808106460588765185 2379 9271
808001312164028416 3840 13308
807621403335917568 3972 15414
807106840509214720 60272 125606
807059379405148160 7922 0
807010152071229440 4151 13814
806629075125202948 37706 79430
806620845233815552 5989 0
806576416489959424 2084 5145
806542213899489280 2556 10821
806242860592926720 12639 0
806219024703037440 1290 6807
805958939288408065 5836 0
805932879469572096 2073 8761
805826884734976000 1985 6971
805823200554876929 8711 0
805520635690676224 1782 6082
805487436403003392 2747 9290
805207613751304193 1845 8261
804738756058218496 4164 14533
804475857670639616 2177 6501
804413760345620481 3493 0
804026241225523202 17600 47197
803773340896923648 2999 10644
803692223237865472 8051 0
803638050916102144 4469 11627
803380650405482500 2012 8211
803321560782307329 5745 0
803276597545603072 2667 10619
802952499103731712 2175 9565
802624713319034886 3167 0
802600418706604034 1595 7530
802572683846291456 2705 9478
802323869084381190 6321 17192
802265048156610565 1481 7007
802239329049477120 2833 9613
802185808107208704 286 0
801958328846974976 1851 8181
801854953262350336 253 1870
801538201127157760 2222 8699
801285448605831168 901 6409
801167903437357056 6434 25989
801127390143516673 4287 0
801115127852503040 2265 8564
800859414831898624 103 732
800855607700029440 1768 0
800751577355128832 3003 11139
800513324630806528 3267 13925
800459316964663297 2337 10044
800443802682937345 4677 0
800388270626521089 3044 11825
800188575492947969 4280 0
800141422401830912 2778 16242
800018252395122689 14281 30082
799774291445383169 5072 0
799757965289017345 2346 8895
799422933579902976 2074 8537
799308762079035393 5974 0
799297110730567681 3002 10500
799063482566066176 2671 8557
798933969379225600 4851 13927
798925684722855936 1548 7896
798705661114773508 7153 0
798701998996647937 8443 0
798697898615730177 7045 0
798694562394996736 5372 0
798686750113755136 2514 0
798682547630837760 5112 0
798673117451325440 6012 0
798665375516884993 4229 0
798644042770751489 2006 0
798628517273620480 2130 0
798585098161549313 6188 0
798576900688019456 6341 0
798340744599797760 3638 0
798209839306514432 2768 11006
797971864723324932 3408 12352
797545162159308800 5259 15402
797236660651966464 7210 21172
797165961484890113 29 243
796904159865868288 9636 0
796865951799083009 2065 8130
796759840936919040 3308 12579
796563435802726400 7918 0
796484825502875648 1913 8030
796387464403357696 4519 11673
796177847564038144 15523 0
796149749086875649 15523 34271
796125600683540480 1937 5246
796116448414461957 2621 9666
796080075804475393 2510 8980
796031486298386433 3986 11485
795464331001561088 25844 52758
795400264262053889 3116 10704
795076730285391872 5888 17210
794983741416415232 3658 0
794926597468000259 2499 10893
794355576146903043 11164 0
794332329137291264 2882 10164
794205286408003585 3589 9770
793962221541933056 5296 17827
793845145112371200 2032 9773
793614319594401792 3381 0
793601777308463104 1765 8461
793500921481273345 2580 11344
793286476301799424 9974 26083
793271401113350145 2577 9184
793256262322548741 9046 21189
793241302385262592 3554 11144
793226087023144960 3107 10438
793210959003287553 3046 9474
793195938047070209 6108 16208
793180763617361921 2162 7356
793165685325201412 3016 9995
793150605191548928 1843 6545
793135492858580992 2707 6854
793120401413079041 4241 13461
792913359805018113 4357 15213
792883833364439040 4638 11994
792773781206999040 1819 7791
792394556390137856 4656 14261
792050063153438720 1959 7612
791821351946420224 22800 0
791784077045166082 10429 0
791780927877898241 4133 0
791774931465953280 24083 47832
791672322847637504 3381 12446
791406955684368384 4465 13901
791312159183634433 2755 9316
791026214425268224 4456 0
790987426131050500 2312 10457
790946055508652032 5079 17628
790723298204217344 2505 0
790698755171364864 2076 8685
790581949425475584 7791 21912
790337589677002753 2021 8286
790277117346975746 3448 13307
790227638568808452 3871 0
789986466051088384 2505 9794
789960241177853952 4475 0
789903600034189313 4471 11004
789628658055020548 1931 7960
789599242079838210 2099 7163
789530877013393408 3658 12458
789314372632018944 2502 9123
789280767834746880 5359 0
789268448748703744 2806 9653
789137962068021249 3035 10281
788908386943430656 13416 29035
788765914992902144 11164 29062
788552643979468800 7796 0
788412144018661376 5736 16485
788178268662984705 2297 7647
788150585577050112 1409 6500
788070120937619456 3708 0
788039637453406209 1432 6503
787810552592695296 3310 9179
787717603741622272 3017 10825
787397959788929025 3072 11494
787322443945877504 1894 8244
787111942498508800 7291 0
786963064373534720 8636 28163
786729988674449408 2600 0
786709082849828864 6592 19243
786664955043049472 2765 11274
786595970293370880 3352 9967
786363235746385920 3784 11528
786286427768250368 3096 8414
786233965241827333 5156 16183
786051337297522688 166 1517
786036967502913536 7634 0
785927819176054784 3419 12016
785872687017132033 1966 7067
785639753186217984 2400 8263
785533386513321988 2168 9618
785515384317313025 1356 6443
785264754247995392 1760 7685
785170936622350336 5247 12767
784826020293709826 3493 10721
784517518371221505 2740 9469
784431430411685888 1386 6029
784183165795655680 8711 21258
784057939640352768 12039 31565
783839966405230592 11675 31741
783821107061198850 2112 7766
783695101801398276 3484 11033
783466772167098368 2429 8934
783391753726550016 5939 17818
783347506784731136 6046 0
783334639985389568 12639 30853
783085703974514689 2395 8597
782969140009107456 7922 25471
782747134529531904 1506 7898
782722598790725632 5836 18268
782598640137187329 2021 8236
782305867769217024 6021 17593
782021823840026624 6716 0
781955203444699136 3628 11737
781661882474196992 2922 11022
781655249211752448 1207 4215
781524693396357120 5989 21906
781308096455073793 2745 7514
781251288990355457 2255 8892
781163403222056960 2952 10319
780931614150983680 7918 22845
780858289093574656 2157 7591
780800785462489090 1404 5804
780601303617732608 3597 12755
780543529827336192 1862 6647
780496263422808064 3988 0
780476555013349377 125 0
780459368902959104 1151 5586
780192070812196864 2409 9176
780092040432480260 2479 0
780074436359819264 5384 12900
779834332596887552 7634 19995
779377524342161408 3359 9307
779124354206535695 19842 0
779123168116150273 3934 12448
779056095788752897 4869 15602
778990705243029504 7812 21076
778774459159379968 10735 0
778764940568104960 394 909
778748913645780993 1429 7266
778650543019483137 1614 6077
778624900596654080 1086 4898
778408200802557953 4689 14388
778396591732486144 13170 0
778383385161035776 1194 6167
778286810187399168 3546 10945
778039087836069888 2826 8916
778027034220126208 1744 6901
777953400541634568 3797 0
777885040357281792 1772 6707
777684233540206592 3167 11827
777641927919427584 4565 0
777621514455814149 2678 9233
777189768882946048 4650 15098
776819012571455488 14813 0
776813020089548800 1304 5142
776477788987613185 3001 9302
776249906839351296 9835 0
776218204058357768 17186 31582
776201521193218049 2711 10115
776113305656188928 4677 12378
776088319444877312 161 1925
775898661951791106 17684 0
775842724423557120 2871 12322
775733305207554048 4287 14581
775729183532220416 4908 13598
775364825476165632 3195 7819
775350846108426240 4186 10691
775085132600442880 5072 16366
774757898236878852 1900 8996
774639387460112384 1853 7078
774314403806253056 5974 22921
773985732834758656 4163 11292
773922284943896577 1857 6736
773704687002451968 1741 6954
773670353721753600 1393 5598
773547596996571136 6621 23256
773336787167145985 5459 0
773308824254029826 8014 24450
773247561583001600 3458 9897
773191612633579521 4410 10514
772877495989305348 4156 9009
772826264096874500 2511 8425
772615324260794368 3615 0
772581559778025472 1812 6821
772193107915964416 1491 6338
772152991789019136 1197 3981
772117678702071809 789 3954
772114945936949249 503 2857
772102971039580160 996 4215
771908950375665664 2036 6910
771770456517009408 3638 12618
771500966810099713 2813 8697
771380798096281600 5459 11037
771171053431250945 8099 0
771136648247640064 3138 9635
771102124360998913 1544 6568
771014301343748096 1767 7205
771004394259247104 234 0
770787852854652928 1298 5199
770772759874076672 1512 5457
770655142660169732 1869 7701
770414278348247044 2216 6610
770293558247038976 1599 6546
770093767776997377 3257 0
770069151037685760 2454 7949
769940425801170949 10322 32997
769695466921623552 1770 6711
769335591808995329 8231 0
769212283578875904 1833 5679
768970937022709760 7003 15131
768909767477751808 2879 0
768855141948723200 954 4408
768609597686943744 1290 4322
768596291618299904 1367 5269
768554158521745409 6237 0
768473857036525572 3663 14300
768193404517830656 3797 11446
767884188863397888 1498 4987
767754930266464257 5745 16823
767500508068192258 2497 7852
767191397493538821 4066 12876
767122157629476866 3046 10626
766864461642756096 6032 0
766793450729734144 1452 5329
766714921925144576 413 2731
766693177336135680 846 4226
766423258543644672 1705 6318
766313316352462849 2014 7123
766078092750233600 2778 0
766069199026450432 914 4468
766008592277377025 528 3927
765719909049503744 2290 7596
765669560888528897 1301 5457
765395769549590528 3632 27752
765371061932261376 2309 7439
765222098633691136 3615 12178
764857477905154048 1898 6750
764259802650378240 1620 6336
763956972077010945 58 782
763837565564780549 4456 13225
763183847194451968 1571 5664
763167063695355904 3221 0
763103485927849985 2443 7709
762699858130116608 3871 12745
762471784394268675 6907 11807
762464539388485633 4475 10798
762316489655476224 1200 5045
762035686371364864 16690 33478
761976711479193600 2159 5660
761750502866649088 4197 0
761745352076779520 920 4460
761672994376806400 31018 51926
761599872357261312 1257 4327
761371037149827077 19195 0
761334018830917632 1547 5448
761292947749015552 1170 4677
761227390836215808 1660 5567
761004547850530816 3708 11852
760893934457552897 1036 4000
760656994973933572 2053 6927
760641137271070720 1378 5199
760539183865880579 3881 7932
760521673607086080 1491 4427
760290219849637889 12260 28077
760252756032651264 924 4121
760190180481531904 1933 5966
760153949710192640 33 0
759943073749200896 2229 6215
759923798737051648 6032 15348
759846353224826880 2116 7025
759793422261743616 2027 6243
759566828574212096 22554 0
759557299618865152 1251 4914
759447681597108224 2600 8889
759446261539934208 517 1749
759197388317847553 2076 6339
759159934323924993 1236 0
759099523532779520 4445 15204
759047813560868866 2159 6806
758854675097526272 955 3722
758828659922702336 4080 11690
758740312047005698 1716 5992
758474966123810816 1058 4005
758467244762497024 2369 5018
758405701903519748 2054 5438
758355060040593408 1157 3581
758099635764359168 10735 20063
758041019896193024 399 2829
757741869644341248 3463 7209
757729163776290825 8646 0
757725642876129280 1294 4739
757611664640446465 1189 4786
757597904299253760 312 0
757596066325864448 1127 4538
757400162377592832 7294 15821
757393109802180609 1860 6089
757354760399941633 1518 4721
756998049151549440 2120 6564
756939218950160384 2140 6951
756651752796094464 1392 5293
756526248105566208 3849 10866
756303284449767430 1158 4125
756288534030475264 18584 44796
756275833623502848 1616 6709
755955933503782912 3082 7659
755206590534418437 5741 17190
755110668769038337 11814 22190
754874841593970688 8526 0
754856583969079297 2687 7182
754747087846248448 553 2697
754482103782404096 2078 5534
754449512966619136 778 3915
754120377874386944 2483 8198
753655901052166144 2315 6111
753420520834629632 3800 8287
753398408988139520 2046 6024
753375668877008896 2479 7975
753298634498793472 6125 0
753294487569522689 1114 3541
753039830821511168 22287 38796
753026973505581056 1041 4075
752932432744185856 7291 13189
752917284578922496 1672 7207
752701944171524096 3078 0
752682090207055872 1708 6246
752660715232722944 1671 4603
752568224206688256 2427 5762
752519690950500352 3675 7694
752334515931054080 1175 3985
752309394570878976 17787 0
752173152931807232 1958 6213
751950017322246144 989 3210
751937170840121344 1435 5436
751830394383790080 2075 6052
751793661361422336 3093 6111
751598357617971201 3235 8239
751583847268179968 1180 4590
751538714308972544 1348 5258
751456908746354688 1066 3348
751251247299190784 6246 13032
751205363882532864 1952 6573
751132876104687617 1382 5289
750868782890057730 1471 4989
750719632563142656 5359 13771
750506206503038976 1216 4636
750429297815552001 4565 13735
750383411068534784 1211 4749
750381685133418496 30 722
750147208377409536 1019 3243
750132105863102464 1359 3797
750117059602808832 1378 4514
750101899009982464 897 3169
750086836815486976 572 2268
750071704093859840 3550 8202
750056684286914561 952 3282
750041628174217216 656 3310
750026558547456000 836 2824
750011400160841729 965 3393
749996283729883136 858 3174
749981277374128128 2606 5321
749774190421639168 1393 4860
749417653287129088 1763 6360
749403093750648834 577 2740
749395845976588288 3677 8951
749317047558017024 2351 5714
749075273010798592 2196 5993
749064354620928000 1609 4989
749036806121881602 830 3236
748977405889503236 3611 11182
748932637671223296 2400 6082
748705597323898880 1003 2876
748699167502000129 1690 4924
748692773788876800 1406 4413
748575535303884801 2097 6319
748568946752774144 710 2278
748346686624440324 1312 5436
748337862848962560 4367 7979
748324050481647620 808 3852
748307329658011649 753 3816
748220828303695873 8259 14729
747963614829678593 2264 6012
747933425676525569 2703 6886
747885874273214464 1042 3063
747844099428986880 790 2928
747816857231626240 1227 5032
747651430853525504 163 1441
747648653817413632 6186 13413
747600769478692864 583 2415
747594051852075008 1112 3842
747512671126323200 1679 5759
747461612269887489 1088 4018
747439450712596480 2040 5640
747242308580548608 3040 0
747219827526344708 1668 5501
747204161125646336 972 3516
747103485104099331 4223 9961
746906459439529985 311 3000
746872823977771008 2273 6233
746818907684614144 1826 5512
746790600704425984 1681 5065
746757706116112384 4133 9941
746726898085036033 1891 6271
746542875601690625 1982 5236
746521445350707200 1038 0
746507379341139972 1144 4816
746369468511756288 1737 6413
746131877086527488 2329 7183
746056683365994496 858 3683
745789745784041472 1126 4177
745712589599014916 2456 7254
745433870967832576 2681 7366
745422732645535745 2558 8914
745314880350101504 2934 7459
745074613265149952 3726 8133
745057283344719872 2406 7515
744995568523612160 654 3084
744971049620602880 2848 8176
744709971296780288 1645 5811
744334592493166593 2251 7032
744234799360020481 82628 162466
744223424764059648 389 1745
743980027717509120 1147 4317
743895849529389061 1011 3773
743835915802583040 2198 0
743609206067040256 1451 4650
743595368194129920 6922 19119
743545585370791937 985 3656
743510151680958465 3910 8211
743253157753532416 1287 4384
743222593470234624 1998 6423
743210557239623680 1441 3990
742534281772302336 3747 7311
742528092657332225 2098 4589
742465774154047488 4112 7531
742423170473463808 3988 10187
742385895052087300 2095 7060
742161199639494656 1449 4506
742150209887731712 1640 5325
741793263812808706 1584 4718
741743634094141440 2913 8483
741438259667034112 874 3805
741303864243200000 3396 9089
741099773336379392 5850 10388
741067306818797568 3257 9803
740995100998766593 2920 6612
740711788199743490 983 3534
740699697422163968 823 2941
740676976021798912 7153 18807
740373189193256964 14008 36059
740365076218183684 454 2565
740359016048689152 899 3417
740214038584557568 2072 6928
739979191639244800 6237 20688
739932936087216128 1132 4198
739844404073074688 898 3931
739623569819336705 1432 3932
739606147276148736 1741 5568
739544079319588864 22554 41069
739485634323156992 3086 7437
739238157791694849 61184 120084
738891149612572673 6 111
738885046782832640 1203 3907
738883359779196928 853 3450
738537504001953792 1637 5278
738402415918125056 884 3365
738184450748633089 1264 4468
738166403467907072 3579 9105
738156290900254721 687 2617
737826014890496000 1853 5462
737800304142471168 3638 10347
737678689543020544 1397 5215
737445876994609152 4692 10642
737322739594330112 852 3733
737310737551491075 7816 15197
736736130620620800 1825 4449
736392552031657984 7796 18359
736365877722001409 1315 4125
736225175608430592 2910 8412
736010884653420544 3127 8153
735991953473572864 1210 3727
735648611367784448 1155 4139
735635087207878657 2466 6396
735274964362878976 5336 13471
735256018284875776 932 3453
735137028879360001 1017 3232
734912297295085568 545 2835
734787690684657664 6626 13005
734776360183431168 570 2599
734559631394082816 416 1540
733828123016450049 818 3702
733822306246479872 1061 3785
733482008106668032 992 3257
733460102733135873 1342 4340
